Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-25T23:34:41Z,31.028,46.967,"B
",-255.343,17.657
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-26T10:19:13Z,31.682,46.792,"A
",-273,0
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-26T21:56:15Z,31.773,46.717,"A
",-255.003,17.997
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-26T23:19:41Z,31.836,46.597,"A
",-254.921,18.079
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-27T02:39:50Z,31.955,46.642,"0
",-254.994,18.006
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-27T11:54:22Z,32.295,46.573,"1
",-255.057,17.943
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-27T15:05:37Z,32.297,46.506,"A
",-255.057,17.943
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-27T21:19:13Z,32.701,46.563,"B
",-255.838,17.162
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-28T03:04:41Z,33.003,46.624,"B
",-255.948,17.052
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-28T04:46:52Z,33.024,46.569,"B
",-255.948,17.052
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-28T16:22:01Z,33.548,46.362,"0
",-255.58,17.42
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-29T07:25:46Z,34.198,46.207,"A
",-255.22,17.78
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-29T19:17:20Z,34.78,46.129,"A
",-254.996,18.004
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-30T03:22:30Z,35.18,46.041,"A
",-255.293,17.707
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-30T03:47:48Z,35.142,46.054,"A
",-255.229,17.771
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-30T05:03:45Z,35.254,46.056,"0
",-255.406,17.594
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-30T13:55:46Z,35.66,45.994,"B
",-255.483,17.517
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-30T20:18:45Z,35.904,45.892,"A
",-255.433,17.567
Northern Elephant Seal,2014,1,2014012,133774,0,2014-03-30T20:45:00Z,35.846,45.9,"B
",-255.434,17.566
